accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists_per90,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists_per90,expectedGoals_per90,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals_per90,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,Team,player id,team id,position,weight,height,dob,preferred_foot,country,contract_until,name_key,Name,market_value_eur,league,season,minutesPlayed_total,appearances_total,goals_overperformance_per90,assists_overperformance_per90
1.7,0.59,35.0,18.2,2.17,55.32,33.05,23.8,56.26,90.66,1.09,45.88,1.28,1.06,0.22,0.0,0.0,0.0,4.96,0.25,0.06,0.64,0.31,1.42,1.06,0.0,0.0,0.61,0.7,3.98,0.0,0.0,0.13,0.09,0.95,0.0,12.07,0.0,0.2,0.42,0.78,0.67,0.11,0.14,0.06,,3.26,54.67,0.06,0.0,0.06,5.8,1.23,1.31,0.0,1.03,0.06,0.31,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,9.17,0.78,0.0,7.43,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,461.43,0.0,0.06,0.7,0.92,0.42,0.56,0.59,51.22,0.0,2.31,1.42,61.45,1.31,2.67,1.14,1.67,4.35,52.17,3.93,38.31,25.41,62.05,7.87,1.62,0.03,76.04,0.36,0.14,0.0,Arsenal,856714,42,M,,188.0,1999-01-14 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,declanrice,Declan Rice,30000000.0,England Premier League,23/24,3230,38,0.11,0.09
0.62,0.68,19.67,22.74,0.79,100.0,32.36,6.36,38.05,86.01,0.11,40.0,0.17,1.63,0.45,0.0,0.0,0.0,4.22,0.28,0.06,1.24,0.0,0.11,1.63,0.0,0.0,2.08,0.62,7.26,0.0,0.0,0.33,0.14,0.84,0.0,5.45,0.0,0.17,0.62,1.07,0.96,0.11,0.17,0.0,,8.95,55.79,0.0,0.0,0.11,6.19,0.51,2.53,0.0,1.01,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,18.18,1.01,0.0,7.42,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,2.59,0.51,0.79,1.07,4.9,57.62,0.0,2.2,1.24,56.41,2.53,0.79,8.5,3.43,9.06,55.52,0.79,40.53,7.15,44.24,12.11,3.1,0.28,73.73,1.86,0.17,0.0,Manchester City,934386,17,M,,173.0,2002-05-27 00:00:00+00:00,Right,Belgium,2028-06-30 00:00:00+00:00,jeremydoku,Jérémy Doku,30000000.0,England Premier League,23/24,1599,29,0.03,0.12
0.71,0.93,27.03,10.49,0.9,56.86,17.48,6.86,23.41,81.78,0.28,33.33,0.56,1.09,0.31,0.0,0.0,0.0,3.88,0.5,0.28,0.81,0.12,0.12,1.09,0.0,0.0,1.24,1.3,6.02,0.0,0.0,0.17,0.32,1.18,0.0,13.58,0.0,0.34,0.65,1.49,1.3,0.19,0.31,0.03,,5.46,50.0,0.0,0.0,0.09,5.22,0.22,1.77,0.03,1.06,0.25,0.0,0.0,0.0,0.03,0.0,3.1,0.0,0.03,0.0,0.19,13.16,0.87,0.0,7.41,0.03,0.31,0.0,0.0,0.0,0.0,0.0,0.0,263.55,0.0,0.03,1.61,0.9,0.75,0.96,1.68,48.65,0.0,1.71,1.06,61.82,1.77,1.4,3.45,3.45,5.74,48.81,1.58,23.97,8.1,28.62,8.06,2.51,0.09,48.83,2.08,0.31,0.03,Newcastle United,914902,39,F,,183.0,2001-02-24 00:00:00+00:00,Right,England,2031-06-30 00:00:00+00:00,anthonygordon,Anthony Gordon,1800000.0,England Premier League,23/24,2899,35,0.02,0.14
1.16,0.15,12.12,17.13,1.59,63.08,35.61,23.66,59.11,88.28,1.2,56.36,0.93,1.08,0.04,0.0,0.0,0.0,5.8,0.08,0.15,0.23,0.35,1.01,1.08,0.0,0.0,0.54,0.66,3.44,0.04,0.08,0.08,0.12,0.77,0.0,12.5,0.0,0.15,0.19,0.89,0.77,0.12,0.15,0.0,,3.98,61.31,0.04,0.0,0.0,7.85,1.04,0.7,0.0,1.01,0.08,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,11.6,0.66,0.0,7.4,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,582.0,0.0,0.0,0.77,0.46,0.46,0.54,1.01,65.0,0.0,2.13,1.28,60.0,0.7,2.2,1.55,1.28,5.18,60.09,2.51,41.83,26.4,66.96,8.01,1.24,0.31,87.53,0.85,0.12,0.0,Manchester City,964994,17,D,,186.0,2002-01-23 00:00:00+00:00,Left,Croatia,2028-06-30 00:00:00+00:00,joskogvardiol,Josko Gvardiol,70000000.0,England Premier League,23/24,2328,28,0.03,-0.04
3.37,0.0,0.0,7.84,4.42,62.4,28.6,45.79,74.4,91.47,3.96,81.4,0.91,1.02,0.06,0.0,0.0,0.0,4.81,0.08,0.08,0.28,0.25,4.02,1.02,0.0,0.03,0.11,0.06,1.78,0.0,0.0,0.03,0.08,0.65,0.0,4.44,2.27,0.06,0.11,1.13,1.02,0.11,0.06,0.0,,1.56,63.95,0.03,0.0,0.06,6.94,1.1,0.31,0.0,1.02,0.03,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36,0.03,0.0,7.38,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1589.0,0.0,0.03,1.16,0.11,0.59,0.4,0.06,50.0,0.0,1.13,0.65,57.5,0.31,5.18,0.11,0.0,5.52,75.58,7.08,33.33,48.0,81.33,7.52,1.27,0.31,92.52,0.37,0.08,0.0,Liverpool FC,151545,44,D,,195.0,1991-07-08 00:00:00+00:00,Right,Netherlands,2027-06-30 00:00:00+00:00,virgilvandijk,Virgil van Dijk,30000000.0,England Premier League,23/24,3178,36,-0.02,0.03
0.04,0.0,0.0,4.96,0.11,60.0,7.39,2.99,10.39,77.43,1.37,47.56,1.51,1.09,0.18,0.0,0.04,0.0,1.65,0.21,1.2,0.81,0.21,0.56,1.09,0.0,0.0,0.67,0.04,3.38,0.0,0.0,0.08,1.03,0.63,0.0,22.31,0.0,0.95,1.13,0.88,0.74,0.14,0.88,0.07,,1.73,48.04,0.14,0.0,0.07,3.03,0.07,1.02,0.7,1.02,0.21,0.04,0.0,0.0,0.28,0.0,3.08,0.0,0.25,0.0,0.07,5.99,0.85,0.0,7.36,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,94.67,0.0,0.04,4.01,0.25,1.37,2.08,0.42,42.86,0.0,0.21,0.11,50.0,1.02,0.14,0.99,0.18,3.1,47.83,0.18,10.04,3.56,13.42,8.04,4.26,0.18,24.54,1.09,0.04,0.0,Manchester City,839956,17,F,,194.0,2000-07-21 00:00:00+00:00,Left,Norway,2034-06-30 00:00:00+00:00,erlinghaaland,Erling Haaland,2000000.0,England Premier League,23/24,2556,31,-0.08,0.1
2.5,0.0,0.0,0.6,6.14,38.98,3.43,10.77,14.21,59.33,0.4,85.71,0.07,1.03,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.13,0.9,1.03,0.03,0.0,0.0,0.07,0.17,0.0,0.0,0.0,0.0,0.07,0.0,0.0,7.3,0.0,0.0,1.77,1.53,0.23,0.0,0.0,-0.01,0.1,50.0,0.0,0.67,0.0,9.74,0.03,0.0,0.0,1.03,0.0,0.0,0.03,0.0,0.0,0.07,0.0,0.23,0.0,0.07,0.0,10.17,0.0,0.37,7.36,0.0,0.0,0.13,2.83,1.77,4.6,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.0,0.13,0.03,0.03,100.0,0.0,5.5,0.03,0.0,0.5,75.0,15.74,10.77,13.17,23.94,7.61,0.0,0.1,35.81,0.1,0.03,0.0,West Ham United,96531,37,G,85.0,195.0,1993-02-27 00:00:00+00:00,Right,France,2027-06-30 00:00:00+00:00,alphonseareola,Alphonse Areola,10000000.0,England Premier League,23/24,2699,31,0.0,0.0
0.61,0.95,20.44,16.9,0.81,70.59,25.84,8.16,33.06,87.93,0.17,17.24,0.81,1.22,0.3,0.0,0.0,0.0,3.32,0.24,0.34,0.78,0.14,0.44,1.19,0.0,0.0,1.22,0.81,4.37,0.0,0.03,0.21,0.44,0.78,0.03,11.22,0.0,0.37,0.68,0.81,0.78,0.03,0.34,0.03,,1.9,34.78,0.03,0.0,0.07,4.54,0.07,2.27,0.07,1.05,0.07,0.0,0.0,0.0,0.07,0.0,3.39,0.0,0.07,0.0,0.07,12.33,1.08,0.0,7.36,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,241.55,0.26,0.44,2.1,1.22,1.19,1.35,0.68,47.62,0.0,0.81,0.44,54.17,2.27,1.29,1.42,4.64,2.07,32.11,1.15,32.96,9.28,37.6,8.72,3.32,0.03,55.28,0.44,0.07,0.0,Manchester City,944656,17,F,,170.0,2000-01-31 00:00:00+00:00,Right,Argentina,2030-06-30 00:00:00+00:00,julianalvarez,Julián Alvarez,180000000.0,England Premier League,23/24,2657,36,-0.07,0.09
2.04,1.08,18.69,13.88,2.24,43.26,25.35,18.95,43.22,79.62,0.49,54.84,0.41,1.02,0.2,0.0,0.0,0.0,5.79,0.38,0.06,0.44,0.15,2.33,1.02,0.0,0.0,0.44,1.69,4.28,0.03,0.06,0.18,0.09,1.08,0.0,5.66,0.0,0.09,0.29,1.57,1.51,0.06,0.09,0.0,,4.13,51.64,0.0,0.0,0.06,11.06,0.99,1.48,0.0,1.02,0.03,0.52,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,18.77,0.38,0.0,7.34,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1030.67,0.0,0.12,0.79,0.76,0.76,0.35,0.76,52.0,0.0,2.65,1.83,69.23,1.48,4.77,1.46,5.76,4.63,51.96,5.18,37.17,22.88,54.29,7.48,1.54,0.15,84.73,0.79,0.09,0.0,Tottenham Hotspur,913654,33,D,,173.0,1999-09-13 00:00:00+00:00,Right,Spain,2031-06-30 00:00:00+00:00,pedroporro,Pedro Porro,35000000.0,England Premier League,23/24,3092,35,0.0,0.02
0.36,0.06,15.38,5.92,0.08,27.27,9.05,3.66,12.66,76.78,1.4,37.88,2.29,1.03,0.36,0.0,0.0,0.0,1.79,0.31,0.61,0.59,0.11,0.53,1.03,0.0,0.0,1.59,0.17,5.42,0.0,0.0,0.12,0.47,0.61,0.0,17.76,0.0,0.53,0.89,1.56,1.4,0.17,0.53,0.0,,2.18,41.05,0.14,0.0,0.14,3.83,0.11,1.26,0.11,1.03,0.45,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,9.05,0.53,0.0,7.32,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,169.53,0.0,0.0,2.68,0.31,1.09,1.31,0.73,45.61,0.0,0.34,0.2,58.33,1.26,0.67,1.59,0.36,3.58,39.75,0.31,12.49,4.36,16.49,7.57,2.99,0.11,30.04,1.15,0.11,0.0,Aston Villa,555386,40,F,70.0,179.0,1995-12-30 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,olliewatkins,Ollie Watkins,22000000.0,England Premier League,23/24,3221,37,0.06,0.24
2.68,0.08,50.0,4.92,4.19,53.36,11.69,19.61,31.22,77.77,3.82,70.05,1.63,1.0,0.03,0.0,0.0,0.0,4.9,0.13,0.11,0.13,0.34,4.9,1.0,0.0,0.0,0.42,0.55,3.87,0.03,0.03,0.07,0.07,1.18,0.0,4.0,0.03,0.03,0.05,1.34,1.18,0.16,0.03,0.0,,2.55,53.3,0.03,0.0,0.03,8.92,1.47,0.61,0.0,1.0,0.03,1.47,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,10.29,0.16,0.0,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3419.0,0.0,0.0,0.58,0.08,0.39,0.13,0.42,80.0,0.0,1.61,1.11,68.85,0.58,5.5,0.53,0.16,6.37,62.21,7.84,18.77,21.53,40.14,7.32,0.66,0.16,55.2,0.66,0.29,0.0,Everton,145188,48,D,,185.0,1992-11-19 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,jamestarkowski,James Tarkowski,5000000.0,England Premier League,23/24,3419,38,-0.04,-0.04
1.58,0.52,28.13,15.67,1.55,66.67,29.08,22.13,50.7,91.5,0.72,47.17,0.8,1.06,0.2,0.0,0.0,0.0,6.34,0.32,0.14,0.34,0.23,0.86,1.06,0.0,0.0,1.12,1.26,6.03,0.0,0.0,0.1,0.12,2.38,0.0,10.42,0.0,0.14,0.34,1.58,1.44,0.14,0.09,0.06,,5.37,50.68,0.0,0.0,0.09,4.71,1.23,1.52,0.03,1.06,0.03,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,1.12,0.0,7.31,0.03,0.11,0.0,0.0,0.0,0.0,0.0,0.0,627.0,0.0,0.0,0.6,0.78,0.52,0.52,1.09,67.86,0.0,2.44,1.49,61.18,1.52,2.41,1.61,1.84,6.09,50.24,2.33,34.13,23.11,55.41,7.77,1.38,0.03,74.73,1.84,0.2,0.03,Chelsea,904970,38,M,,182.0,2000-02-06 00:00:00+00:00,Right,England,2031-06-30 00:00:00+00:00,conorgallagher,Conor Gallagher,30000000.0,England Premier League,23/24,3135,37,0.02,0.1
3.86,2.77,32.55,14.02,3.17,44.63,28.57,29.09,54.88,79.7,1.25,64.58,0.68,1.13,0.4,0.0,0.0,0.0,6.51,0.52,0.0,0.08,0.16,1.89,1.08,0.0,0.0,0.36,1.61,3.98,0.08,0.04,0.28,0.03,1.08,0.0,12.5,0.0,0.04,0.44,1.73,1.45,0.28,0.04,0.0,,3.78,53.41,0.0,0.0,0.08,13.98,0.96,2.61,0.04,1.04,0.12,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.78,0.48,0.0,7.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2240.0,0.0,0.16,0.04,0.28,0.16,0.08,0.64,72.73,0.0,2.29,1.08,47.37,2.61,8.32,0.88,8.52,5.02,55.8,7.11,43.79,33.59,68.87,7.93,0.32,0.2,97.59,0.84,0.2,0.0,Newcastle United,69256,39,D,71.0,174.0,1990-09-19 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,kierantrippier,Kieran Trippier,1500000.0,England Premier League,23/24,2240,28,0.01,0.12
5.63,2.29,32.74,15.92,6.13,44.41,33.93,24.26,55.9,79.58,0.33,57.14,0.25,1.17,0.17,0.0,0.0,0.0,7.34,0.71,0.08,0.58,0.17,1.75,1.17,0.0,0.0,0.25,2.5,4.25,0.08,0.13,0.25,0.11,0.38,0.04,6.38,0.0,0.13,0.29,1.17,1.04,0.13,0.08,0.04,,3.17,44.19,0.0,0.0,0.13,14.34,1.29,2.67,0.0,1.04,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.64,0.63,0.0,7.31,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,719.67,0.83,0.21,0.63,1.33,1.04,0.33,1.17,57.14,0.0,1.63,1.08,66.67,2.67,11.88,2.04,7.0,3.5,45.16,13.8,50.52,26.72,70.24,8.53,1.96,0.13,98.63,0.38,0.25,0.0,Liverpool FC,795064,44,D,,180.0,1998-10-07 00:00:00+00:00,Right,England,2031-06-30 00:00:00+00:00,trentalexanderarnold,Trent Alexander-Arnold,50000000.0,England Premier League,23/24,2159,28,0.02,-0.08
1.43,1.91,33.86,10.7,1.49,63.29,22.54,18.69,39.32,89.61,0.78,44.07,0.98,1.1,0.21,0.0,0.0,0.0,4.32,0.36,0.03,0.39,0.15,1.31,1.1,0.0,0.0,0.33,0.78,2.98,0.0,0.0,0.19,0.18,0.72,0.0,15.91,0.0,0.21,0.42,1.94,1.7,0.24,0.18,0.03,,2.27,53.15,0.03,0.0,0.03,4.56,1.13,1.91,0.03,1.01,0.0,0.27,0.0,0.0,0.06,0.0,2.98,0.0,0.06,0.0,0.0,9.51,0.39,0.0,7.29,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,431.29,0.0,0.48,0.45,0.86,0.39,0.54,0.33,61.11,0.0,1.34,0.86,64.44,1.91,2.5,0.54,5.63,3.04,50.5,2.36,29.54,19.97,43.88,8.04,1.31,0.09,59.35,0.6,0.12,0.0,West Ham United,161717,37,M,66.0,177.0,1994-11-01 00:00:00+00:00,Right,England,2027-06-30 00:00:00+00:00,jameswardprowse,James Ward-Prowse,25000000.0,England Premier League,23/24,3019,37,0.03,0.02
1.01,1.33,31.52,11.53,0.78,50.0,16.68,6.25,21.59,72.31,1.06,33.82,2.07,1.15,0.28,0.0,0.0,0.0,4.27,0.28,0.41,0.51,0.18,0.55,1.15,0.0,0.0,1.79,0.64,7.35,0.0,0.0,0.26,0.45,1.01,0.0,16.98,0.0,0.41,0.69,1.42,1.29,0.14,0.37,0.05,,3.81,41.92,0.0,0.0,0.14,8.27,0.32,1.47,0.37,1.01,0.14,0.09,0.0,0.0,0.14,0.0,4.59,0.0,0.14,0.0,0.0,18.7,0.87,0.0,7.27,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,217.67,0.0,0.18,1.79,0.64,1.01,0.92,1.19,38.24,0.0,0.69,0.46,66.67,1.47,2.43,3.12,4.23,4.87,39.85,1.56,26.46,7.63,29.86,8.35,2.43,0.09,52.51,1.93,0.09,0.0,Brentford,927083,50,F,,173.0,1999-08-07 00:00:00+00:00,Left,Cameroon,2030-06-30 00:00:00+00:00,bryanmbeumo,Bryan Mbeumo,10000000.0,England Premier League,23/24,1959,25,-0.04,0.02
3.3,0.93,26.96,12.51,2.97,66.0,26.9,26.9,52.87,89.36,0.75,56.82,0.57,1.05,0.15,0.0,0.0,0.0,5.52,0.3,0.09,0.6,0.15,0.51,1.05,0.0,0.0,0.93,0.84,4.23,0.03,0.03,0.16,0.21,1.53,0.0,18.75,0.03,0.27,0.42,1.71,1.5,0.21,0.21,0.06,,3.69,50.2,0.03,0.0,0.03,6.3,0.69,1.59,0.0,1.05,0.0,0.24,0.0,0.0,0.12,0.0,3.0,0.0,0.12,0.0,0.0,11.49,0.69,0.0,7.27,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,333.44,0.0,0.15,0.6,0.84,0.33,0.51,0.72,60.0,0.0,1.74,1.14,65.52,1.59,5.37,1.2,3.45,4.44,51.21,4.5,33.8,28.82,59.17,7.63,1.44,0.06,73.63,1.23,0.36,0.0,Aston Villa,867887,40,M,65.0,175.0,1998-05-09 00:00:00+00:00,Right,Brazil,2029-06-30 00:00:00+00:00,douglasluiz,Douglas Luiz,18000000.0,England Premier League,23/24,3001,35,0.06,-0.01
0.23,0.0,0.0,9.73,0.7,69.23,16.66,5.61,22.27,74.48,1.4,31.58,3.04,1.63,0.23,0.0,0.0,0.0,3.74,0.31,0.23,0.86,0.08,0.31,1.63,0.0,0.0,1.4,1.01,8.95,0.0,0.0,0.14,0.41,2.1,0.0,24.39,0.0,0.78,1.01,0.78,0.78,0.0,0.7,0.08,,4.52,43.28,0.08,0.0,0.0,7.63,0.54,1.71,0.31,1.09,0.23,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,14.95,0.47,0.0,7.26,0.08,0.39,0.0,0.0,0.0,0.0,0.0,0.0,115.6,0.0,0.0,2.96,0.23,0.78,1.56,1.17,41.67,0.0,1.79,1.01,56.52,1.71,0.62,2.8,0.7,5.92,39.79,1.01,23.67,6.93,29.9,11.87,3.19,0.08,50.14,1.63,0.08,0.08,Liverpool FC,606164,44,F,69.0,178.0,1996-12-04 00:00:00+00:00,Right,Portugal,,diogojota,Diogo Jota,,England Premier League,23/24,1156,21,0.37,0.09
1.65,1.54,29.67,11.56,2.08,56.59,20.76,8.89,28.11,76.87,1.74,46.56,1.99,1.05,0.28,0.0,0.0,0.0,5.1,0.46,0.14,0.71,0.09,0.51,1.05,0.0,0.0,1.25,0.54,6.32,0.0,0.0,0.19,0.2,1.05,0.0,7.04,0.0,0.14,0.43,1.68,1.42,0.26,0.11,0.03,,3.87,47.22,0.03,0.0,0.06,8.46,0.48,2.14,0.0,1.0,0.17,0.23,0.0,0.03,0.03,0.0,2.85,0.0,0.03,0.0,0.0,17.63,0.57,0.0,7.26,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,632.0,0.0,0.11,1.0,1.03,0.88,0.43,1.25,44.44,0.0,1.03,0.68,66.67,2.11,3.33,2.82,5.18,5.61,47.02,3.67,31.19,10.57,36.57,7.65,2.02,0.06,57.82,1.62,0.26,0.0,Nottingham Forest,865912,14,M,,171.0,2000-01-27 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,morgangibbswhite,Morgan Gibbs-White,12000000.0,England Premier League,23/24,3160,37,-0.06,0.09
0.7,0.07,8.33,8.07,0.66,56.25,14.16,9.43,23.52,81.55,0.59,25.4,1.72,1.17,0.26,0.0,0.0,0.0,4.18,0.26,0.22,0.55,0.04,0.73,1.17,0.0,0.0,1.94,0.81,7.81,0.0,0.04,0.11,0.35,1.14,0.0,16.44,0.0,0.44,0.7,1.69,1.47,0.22,0.44,0.0,,5.28,46.45,0.07,0.0,0.11,5.32,0.48,1.03,0.04,1.06,0.15,0.26,0.0,0.0,0.04,0.0,3.67,0.0,0.04,0.0,0.04,13.83,0.84,0.0,7.26,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,204.42,0.0,0.0,1.8,0.88,0.73,1.39,2.35,51.2,0.0,1.1,0.59,53.33,1.03,1.47,4.59,0.88,5.87,42.9,1.17,19.37,10.35,28.84,8.52,2.68,0.15,50.52,1.83,0.33,0.0,Wolverhampton,886363,3,F,75.0,184.0,1999-05-27 00:00:00+00:00,Right,Brazil,2030-06-30 00:00:00+00:00,matheuscunha,Matheus Cunha,35000000.0,England Premier League,23/24,2453,32,0.09,0.15
1.35,0.39,22.81,15.36,1.53,41.13,28.4,21.79,49.79,86.71,1.08,62.07,0.66,1.11,0.12,0.0,0.0,0.0,3.61,0.21,0.0,0.03,0.39,2.01,1.08,0.0,0.0,0.27,0.96,2.76,0.0,0.03,0.11,0.03,0.57,0.0,30.77,0.0,0.12,0.24,0.78,0.66,0.12,0.12,0.0,,2.07,49.64,0.03,0.0,0.0,7.63,0.96,1.17,0.06,1.05,0.33,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.96,0.54,0.0,7.26,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,748.75,0.0,0.0,0.3,0.09,0.12,0.24,0.27,42.86,0.0,1.44,0.84,58.33,1.17,3.31,0.63,1.71,3.16,53.3,3.73,35.43,23.71,57.43,7.85,0.39,0.06,75.37,0.36,0.24,0.0,Arsenal,846036,42,D,,186.0,1997-10-08 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,benwhite,Ben White,8000000.0,England Premier League,23/24,2995,37,0.09,0.01
1.55,0.0,0.0,10.15,1.93,55.56,29.79,46.81,76.59,91.88,2.9,69.77,1.26,1.06,0.0,0.0,0.0,0.0,6.09,0.03,0.19,0.13,0.23,3.22,1.06,0.0,0.03,0.13,0.39,2.77,0.0,0.03,0.05,0.11,1.0,0.0,20.83,0.32,0.16,0.16,1.35,1.29,0.06,0.1,0.06,,2.97,66.19,0.1,0.0,0.06,6.77,1.42,0.23,0.0,1.06,0.03,0.71,0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,7.51,0.26,0.0,7.25,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,558.4,0.0,0.0,0.68,0.1,0.32,0.32,0.16,83.33,0.0,2.13,1.29,60.61,0.23,2.68,0.19,0.1,5.87,67.91,3.48,33.23,50.22,83.36,7.71,0.77,0.16,96.09,0.77,0.23,0.0,Tottenham Hotspur,829932,33,D,72.0,185.0,1998-04-27 00:00:00+00:00,Right,Argentina,2029-06-30 00:00:00+00:00,cristianromero,Cristian Romero,10000000.0,England Premier League,23/24,2792,33,0.05,-0.05
1.34,2.02,28.38,8.98,1.43,46.46,17.83,8.54,24.36,78.32,0.5,44.44,0.62,1.09,0.19,0.0,0.0,0.0,5.5,0.53,0.09,0.62,0.34,0.84,1.09,0.0,0.0,1.86,0.96,4.97,0.0,0.0,0.25,0.11,0.56,0.0,5.26,0.0,0.09,0.28,1.21,1.03,0.19,0.06,0.03,,3.32,43.32,0.0,0.0,0.09,6.74,0.68,2.17,0.09,1.03,0.12,0.22,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.18,1.03,0.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.67,0.0,0.0,0.87,0.9,0.68,0.47,0.93,49.18,0.0,1.37,0.84,61.36,2.14,2.64,1.9,7.11,3.82,43.46,3.08,28.02,10.19,31.1,7.87,1.77,0.09,54.58,1.03,0.06,0.0,Everton,935543,48,M,,183.0,1999-11-22 00:00:00+00:00,Left,England,2027-06-30 00:00:00+00:00,dwightmcneil,Dwight McNeil,18000000.0,England Premier League,23/24,2897,35,-0.02,-0.06
2.28,0.34,31.25,15.7,2.1,57.55,35.67,23.04,58.37,87.8,1.07,51.67,1.0,1.14,0.17,0.0,0.0,0.0,6.73,0.1,0.07,0.66,0.14,0.86,1.14,0.0,0.03,1.21,2.28,6.66,0.03,0.0,0.17,0.13,1.83,0.0,11.36,0.0,0.17,0.34,1.17,1.03,0.14,0.1,0.07,,5.66,50.0,0.03,0.0,0.03,8.11,1.21,1.62,0.0,1.07,0.0,0.28,0.0,0.0,0.03,0.0,3.45,0.0,0.03,0.0,0.0,11.83,0.79,0.0,7.24,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.0,521.8,0.0,0.07,0.38,1.14,0.55,0.31,0.62,60.0,0.0,3.42,1.9,55.56,1.62,4.17,1.03,1.1,6.73,50.26,3.66,42.74,24.84,66.47,8.24,1.52,0.03,84.48,1.62,0.24,0.0,Liverpool FC,895324,44,M,72.0,176.0,1998-12-24 00:00:00+00:00,Right,Argentina,2028-06-30 00:00:00+00:00,alexismacallister,Alexis Mac Allister,45000000.0,England Premier League,23/24,2609,33,0.04,0.0
